Depart;Arrivee;Distance;Tensions;Gabarit;Commentaire;Exploitee
Brioude;La Bastide-St-Laurent-les-Bains;117 km;Non-electrifie;Gabarit continental;;
Clermont-Ferrand;La Bastide-St-Laurent-les-Bains;181 km;Non-electrifie;Gabarit continental;;
La Bastide-St-Laurent-les-Bains;Génolhac;33 km;Non-electrifie;Gabarit continental;;
Génolhac;Ste-Cécile-d\'Andorge;13 km;Non-electrifie;Gabarit continental;;
Ste-Cécile-d\'Andorge;Alès;22 km;Non-electrifie;Gabarit continental;;
Génolhac;Alès;35 km;Non-electrifie;Gabarit continental;;
Clermont-Ferrand;Génolhac;214 km;Non-electrifie;Gabarit continental;;
Clermont-Ferrand;Alès;249 km;Non-electrifie;Gabarit continental;;
Alès;Nîmes-Courbessac;48 km;Non-electrifie;Gabarit continental;;
Nîmes;Nîmes-Courbessac;3 km;1.5kVcc;Gabarit continental;;
Neussargues;St Flour-Chaudes-Aigues;19 km;1.5kVcc;Gabarit continental;;
St Flour-Chaudes-Aigues;St-Chély-d\'Apcher;37 km;1.5kVcc;Gabarit continental;;
Neussargues;St-Chély-d\'Apcher;56 km;1.5kVcc;Gabarit continental;;
St-Chély-d\'Apcher;Marvejols;33 km;1.5kVcc;Gabarit continental;;
Marvejols;Le Monastier;7 km;1.5kVcc;Gabarit continental;;
Neussargues;Massiac;25 km;Non-electrifie;Gabarit continental;;
Arvant;Massiac;24 km;Non-electrifie;Gabarit continental;;
Le Monastier;Sévérac-le-Château;63 km;1.5kVcc;Gabarit continental;;
St-Chély-d\'Apcher;Sévérac-le-Château;75 km;1.5kVcc;Gabarit continental;;
Sévérac-le-Château;Millau;30 km;1.5kVcc;Gabarit continental;;
St-Chély-d\'Apcher;Millau;105 km;1.5kVcc;Gabarit continental;;
Millau;Tournemire-Roquefort;25 km;1.5kVcc;Gabarit continental;;
Tournemire-Roquefort;Bédarieux;50 km;1.5kVcc;Gabarit continental;;
Millau;Bédarieux;75 km;1.5kVcc;Gabarit continental;;
Béziers;Bédarieux;43 km;1.5kVcc;Gabarit continental;;
Béziers;Millau;118 km;1.5kVcc;Gabarit continental;;
Arvant;Neussargues;49 km;Non-electrifie;Gabarit continental;;
Avignon-Centre;L\'Isle-Fontaine-de-Vaucluse;23 km;1.5kVcc;Gabarit continental;;
L\'Isle-Fontaine-de-Vaucluse;Cavaillon;10 km;1.5kVcc;Gabarit continental;;
Avignon-Centre;Cavaillon;33 km;1.5kVcc;Gabarit continental;;
Cavaillon;Salon-de-Provence;23 km;1.5kVcc;Gabarit continental;;
Salon-de-Provence;Miramas;13 km;1.5kVcc;Gabarit continental;;
Cavaillon;Miramas;36 km;1.5kVcc;Gabarit continental;;
Avignon-Centre;Miramas;59 km;1.5kVcc;Gabarit continental;via Cavaillon;
Miramas;Rognac;26 km;1.5kVcc;Gabarit continental;;
Rognac;L\'Estaque;17 km;1.5kVcc;Gabarit continental;;
Miramas;L\'Estaque;42 km;1.5kVcc;Gabarit continental;;
Marseille St Charles;L\'Estaque;10 km;1.5kVcc;Gabarit continental;via PLM;
Marseille St Charles;Miramas;52 km;1.5kVcc;Gabarit continental;;
Ventimiglia;Bordighera;5 km;3kVcc;Gabarit continental;;
Bordighera;Laigueglia;51 km;3kVcc;Gabarit continental;;
Laigueglia;Finale Ligure Marina;27 km;3kVcc;Gabarit continental;;
Ventimiglia;Finale Ligure Marina;84 km;3kVcc;Gabarit continental;;
Finale Ligure Marina;Savona;24 km;3kVcc;Gabarit continental;;
Savona;Cogoleto;18 km;3kVcc;Gabarit continental;;
Cogoleto;Genova Voltri;10 km;3kVcc;Gabarit continental;;
Genova Voltri;Genova Pra;3 km;3kVcc;Gabarit continental;;
Genova Pra;Genova Sestri Ponente Aeroporto;5 km;3kVcc;Gabarit continental;;
Genova Sestri Ponente Aeroporto;Genova Sampierdarena;4 km;3kVcc;Gabarit continental;;
Cogoleto;Genova Sestri Ponente Aeroporto;18 km;3kVcc;Gabarit continental;;
Genova Sampierdarena;Genova Piazza Principe;3 km;3kVcc;Gabarit continental;;
Cogoleto;Genova Sampierdarena;22 km;3kVcc;Gabarit continental;;
Cogoleto;Genova Piazza Principe;24 km;3kVcc;Gabarit continental;;
Savona;Genova Piazza Principe;42 km;3kVcc;Gabarit continental;;
Genova Piazza Principe;Genova Brignole;3 km;3kVcc;Gabarit continental;;
Genova Sampierdarena;Ronco Scrivia;25 km;3kVcc;Gabarit continental;;
Genova Sestri Ponente Aeroporto;Ronco Scrivia;28 km;3kVcc;Gabarit continental;;
Genova Piazza Principe;Ronco Scrivia;28 km;3kVcc;Gabarit continental;;
Ronco Scrivia;Arquata Scrivia;11 km;3kVcc;Gabarit continental;;
Genova Piazza Principe;Arquata Scrivia;39 km;3kVcc;Gabarit continental;;
Genova Brignole;Arquata Scrivia;42 km;3kVcc;Gabarit continental;;
Arquata Scrivia;Tortona;25 km;3kVcc;Gabarit continental;;
Tortona;Voghera;16 km;3kVcc;Gabarit continental;;
Voghera;Bressana-Bottarone;31 km;3kVcc;Gabarit continental;;
Bressana-Bottarone;Pavia;12 km;3kVcc;Gabarit continental;;
Genova Piazza Principe;Voghera;79 km;3kVcc;Gabarit continental;;
Voghera;Pavia;25 km;3kVcc;Gabarit continental;;
Genova Piazza Principe;Pavia;104 km;3kVcc;Gabarit continental;;
Pavia;Milano Rogoredo;29 km;3kVcc;Gabarit continental;;
Milano Rogoredo;Milano Lambrate;6 km;3kVcc;Gabarit continental;;
Pavia;Milano Lambrate;35 km;3kVcc;Gabarit continental;;
Milano Centrale;Milano Lambrate;3 km;3kVcc;Gabarit continental;;
Milano Centrale;Pavia;38 km;3kVcc;Gabarit continental;;
Tortona;Pavia;41 km;3kVcc;Gabarit continental;;
Nantes;Nantes-État;5 km;Non-electrifie;Gabarit continental;;
Nantes;Rezé Pont-Rousseau;5 km;Non-electrifie;Gabarit continental;;
Rezé Pont-Rousseau;Ste Pazanne;24 km;Non-electrifie;Gabarit continental;;
Nantes;Ste Pazanne;29 km;Non-electrifie;Gabarit continental;;
Ste Pazanne;St Hilaire de Chaléons;4 km;Non-electrifie;Gabarit continental;;
St Hilaire de Chaléons;Pornic;26 km;Non-electrifie;Gabarit continental;;
Ste Pazanne;Pornic;30 km;Non-electrifie;Gabarit continental;;
Nantes;Pornic;59 km;Non-electrifie;Gabarit continental;;
Fulda;Hünfeld;17 km;15kVac;Gabarit continental;;
Hünfeld;Bad Hersfeld;26 km;15kVac;Gabarit continental;;
Fulda;Bad Hersfeld;43 km;15kVac;Gabarit continental;;
Bad Hersfeld;Bebra;13 km;15kVac;Gabarit continental;;
Fulda;Bebra;56 km;15kVac;Gabarit continental;;
Bebra;Ronshausen;5 km;Non-electrifie;Gabarit continental;;
Bad Hersfeld;Ronshausen;15 km;Non-electrifie;Gabarit continental;Via Berliner Kurve;
Ronshausen;Gerstungen;16 km;Non-electrifie;Gabarit continental;;
Gerstungen;Eisenach West;22 km;Non-electrifie;Gabarit continental;;
Eisenach West;Eisenach;2 km;Non-electrifie;Gabarit continental;;
Gerstungen;Eisenach;24 km;Non-electrifie;Gabarit continental;;
Bebra;Gerstungen;21 km;Non-electrifie;Gabarit continental;;
Fulda;Ronshausen;58 km;Non-electrifie;Gabarit continental;Via Berliner Kurve;
Fulda;Gerstungen;74 km;Non-electrifie;Gabarit continental;;
Fulda;Eisenach;98 km;Non-electrifie;Gabarit continental;;
Eisenach;Wutha;5 km;Non-electrifie;Gabarit continental;;
Wutha;Fröttstädt;13 km;Non-electrifie;Gabarit continental;;
Eisenach;Fröttstädt;18 km;Non-electrifie;Gabarit continental;;
Fröttstädt;Gotha;10 km;Non-electrifie;Gabarit continental;;
Eisenach;Gotha;28 km;Non-electrifie;Gabarit continental;;
Gerstungen;Gotha;52 km;Non-electrifie;Gabarit continental;;
Gotha;Seebergen;6 km;Non-electrifie;Gabarit continental;;
Seebergen;Neudietendorf;9 km;Non-electrifie;Gabarit continental;;
Gotha;Neudietendorf;15 km;Non-electrifie;Gabarit continental;;
Neudietendorf;Erfurt Hbf;13 km;15kVac;Gabarit continental;;
Gotha;Erfurt Hbf;28 km;Non-electrifie;Gabarit continental;;
Bebra;Erfurt Hbf;101 km;Non-electrifie;Gabarit continental;;
Erfurt Hbf;Weimar;21 km;15kVac;Gabarit continental;;
Weimar;Großheringen;29 km;15kVac;Gabarit continental;;
Großheringen;Naumburg (Saale) Hbf;13 km;15kVac;Gabarit continental;;
Weimar;Naumburg (Saale) Hbf;42 km;15kVac;Gabarit continental;;
Naumburg (Saale) Hbf;Weißenfels;14 km;15kVac;Gabarit continental;;
Weißenfels;Großkorbetha;8 km;15kVac;Gabarit continental;;
Großkorbetha;Markranstädt;17 km;15kVac;Gabarit continental;;
Markranstädt;Leipzig-Leutzsch;8 km;15kVac;Gabarit continental;;
Leipzig-Leutzsch;Leipzig-Gohlis;5 km;15kVac;Gabarit continental;;
Leipzig-Gohlis;Leipzig Hbf;2 km;15kVac;Gabarit continental;;
Leipzig-Leutzsch;Leipzig Hbf;7 km;15kVac;Gabarit continental;;
Großkorbetha;Leipzig Hbf;32 km;15kVac;Gabarit continental;;
Weißenfels;Leipzig Hbf;40 km;15kVac;Gabarit continental;;
Naumburg (Saale) Hbf;Leipzig Hbf;54 km;15kVac;Gabarit continental;;
Weimar;Leipzig Hbf;95 km;15kVac;Gabarit continental;;
Erfurt Hbf;Leipzig Hbf;117 km;15kVac;Gabarit continental;;
Gotha;Leipzig Hbf;145 km;Non-electrifie;Gabarit continental;;
Bebra;Leipzig Hbf;218 km;Non-electrifie;Gabarit continental;;
Fulda;Leipzig Hbf;274 km;Non-electrifie;Gabarit continental;;
Leipzig-Gohlis;Leipzig-Wahren;4 km;15kVac;Gabarit continental;;
Leipzig Hbf;Leipzig-Wahren;6 km;15kVac;Gabarit continental;;
Leipzig-Wahren;Gröbers;16 km;15kVac;Gabarit continental;;
Gröbers;Halle (Saale) Hbf;11 km;15kVac;Gabarit continental;;
Leipzig Hbf;Halle (Saale) Hbf;31 km;15kVac;Gabarit continental;;
Großkorbetha;Merseburg Hbf;10 km;15kVac;Gabarit continental;;
Weißenfels;Merseburg Hbf;18 km;15kVac;Gabarit continental;;
Merseburg Hbf;Halle-Ammendorf;8 km;15kVac;Gabarit continental;;
Halle (Saale) Hbf;Halle-Ammendorf;6 km;15kVac;Gabarit continental;;
Halle (Saale) Hbf;Merseburg Hbf;14 km;15kVac;Gabarit continental;;
Erfurt Hbf;Halle (Saale) Hbf;109 km;15kVac;Gabarit continental;;
Halle (Saale) Hbf;Bitterfeld;27 km;15kVac;Gabarit continental;;
Leipzig Hbf;Bitterfeld;58 km;15kVac;Gabarit continental;Via Halle (Saale) Hbf;
Bitterfeld;Pratau;36 km;15kVac;Gabarit continental;;
Pratau;Lutherstadt Wittenberg Hbf;3 km;15kVac;Gabarit continental;;
Halle (Saale) Hbf;Lutherstadt Wittenberg Hbf;67 km;15kVac;Gabarit continental;;
Lutherstadt Wittenberg Hbf;Jüterbog;32 km;15kVac;Gabarit continental;;
Jüterbog;Ludwigsfelde;38 km;15kVac;Gabarit continental;;
Ludwigsfelde;Großbeeren;6 km;15kVac;Gabarit continental;;
Teltow;Berlin-Lichterfelde Süd;3 km;15kVac;Gabarit continental;;
Berlin-Lichterfelde Süd;Berlin-Lichterfelde Ost;3 km;15kVac;Gabarit continental;Bahnstrecke Berlin–Halle;
Berlin-Lichterfelde Süd;Berlin-Lichterfelde Ost;3 km;750Vcc 3eme rail;Gabarit continental;Anhalter Vorortbahn;
Berlin-Lichterfelde Ost;Berlin Priesterweg;4 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Priesterweg;Berlin Südkreuz;2 km;750Vcc 3eme rail;Gabarit continental;;
Berlin-Lichterfelde Ost;Berlin Südkreuz;6 km;15kVac;Gabarit continental;Bahnstrecke Berlin–Halle;
Berlin-Lichterfelde Ost;Berlin Südkreuz;6 km;750Vcc 3eme rail;Gabarit continental;Anhalter Vorortbahn;
Berlin Südkreuz;Berlin Anhalter Bf;4 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Anhalter Bf;Berlin Potsdamer Platz;1 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Südkreuz;Berlin Potsdamer Platz;4 km;15kVac;Gabarit continental;Bahnstrecke Berlin–Halle;
Berlin Südkreuz;Berlin Potsdamer Platz;4 km;750Vcc 3eme rail;Gabarit continental;Berliner Nordsüd S-Bahn;
Leipzig Hbf;Leipzig Messe;6 km;15kVac;Gabarit continental;;
Leipzig Messe;Zschortau;10 km;15kVac;Gabarit continental;;
Zschortau;Delitzsch unt;5 km;15kVac;Gabarit continental;;
Bitterfeld;Delitzsch unt;13 km;15kVac;Gabarit continental;;
Leipzig Hbf;Bitterfeld;34 km;15kVac;Gabarit continental;;
Berlin Wedding;Berlin Gesundbrunnen;2 km;750Vcc 3eme rail;Gabarit continental;;
Ludwigsfelde;Ludwigsfelde Struveshof;10 km;15kVac;Gabarit continental;;
Ludwigsfelde Struveshof;Saarmund;6 km;15kVac;Gabarit continental;;
Saarmund;Potsdam Pirschheide;10 km;15kVac;Gabarit continental;;
Potsdam Pirschheide;Golm;5 km;15kVac;Gabarit continental;;
Saarmund;Golm;16 km;15kVac;Gabarit continental;;
Golm;Priort;12 km;15kVac;Gabarit continental;;
Priort;Elstal;5 km;15kVac;Gabarit continental;;
Elstal;Berlin-Staaken;10 km;Non-electrifie;Gabarit continental;;
Berlin-Staaken;Berlin-Spandau;4 km;Non-electrifie;Gabarit continental;Fernbahn;
Berlin-Staaken;Berlin-Spandau;4 km;750Vcc 3eme rail;Gabarit continental;S-Bahn;
Leipzig Hbf;Berlin-Spandau;207 km;Non-electrifie;Gabarit continental;Via Berliner Außenring;
Erfurt Hbf;Berlin-Spandau;326 km;Non-electrifie;Gabarit continental;Via Berliner Außenring;
Fulda;Berlin-Spandau;480 km;Non-electrifie;Gabarit continental;Via Berliner Außenring;
Berlin-Spandau;Berlin-Heerstrasse;6 km;750Vcc 3eme rail;Gabarit continental;;
Berlin-Heerstrasse;Berlin Westkreuz;2 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Westkreuz;Berlin Charlottenburg;1 km;750Vcc 3eme rail;Gabarit continental;;
Berlin-Spandau;Berlin Charlottenburg;9 km;Non-electrifie;Gabarit continental;Fernbahn;
Berlin-Spandau;Berlin Charlottenburg;9 km;750Vcc 3eme rail;Gabarit continental;S-Bahn;
Fulda;Berlin Charlottenburg;489 km;Non-electrifie;Gabarit continental;Via Berliner Außenring;
Berlin Charlottenburg;Berlin Zoologischer Garten;2 km;750Vcc 3eme rail;Gabarit continental;;
Fulda;Berlin Zoologischer Garten;491 km;Non-electrifie;Gabarit continental;Via Berliner Außenring;
Berlin Hbf-Lehrter;Berlin Zoologischer Garten;4 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Hbf-Lehrter;Berlin Friedrichstraße;1 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Friedrichstraße;Berlin Alexanderplatz;2 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Alexanderplatz;Berlin Ostbahnhof;2 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Friedrichstraße;Berlin Ostbahnhof;4 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Zoologischer Garten;Berlin Friedrichstraße;5 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Hbf-Lehrter;Berlin Ostbahnhof;5 km;750Vcc 3eme rail;Gabarit continental;;
Berlin Zoologischer Garten;Berlin Ostbahnhof;9 km;750Vcc 3eme rail;Gabarit continental;;
Berlin-Spandau;Berlin Jungfernheide;7 km;Non-electrifie;Gabarit continental;;
Veynes-Dévoluy;Château-Arnoux-St-Auban;67 km;Non-electrifie;Gabarit continental;;
Berlin Wedding;Berlin Jungfernheide;5 km;Non-electrifie;Gabarit continental;Fernbahn;
Berlin Wedding;Berlin Jungfernheide;5 km;750Vcc 3eme rail;Gabarit continental;S-Bahn;
Ludwigsfelde;Waßmannsdorf;17 km;15kVac;Gabarit continental;;
Waßmannsdorf;Schönefeld;4 km;15kVac;Gabarit continental;;
Ludwigsfelde;Schönefeld;21 km;15kVac;Gabarit continental;;
Berlin Grünau;Berlin-Karlshorst;9 km;Non-electrifie;Gabarit continental;;
Schönefeld;Berlin-Karlshorst;12 km;Non-electrifie;Gabarit continental;;
Berlin-Karlshorst;Berlin Ostkreuz;5 km;Non-electrifie;Gabarit continental;Fernbahn;
Berlin-Karlshorst;Berlin Ostkreuz;5 km;750Vcc 3eme rail;Gabarit continental;S-Bahn;
Berlin Ostkreuz;Berlin Warschauer Straße;1 km;Non-electrifie;Gabarit continental;Fernbahn;
Berlin Ostkreuz;Berlin Warschauer Straße;1 km;750Vcc 3eme rail;Gabarit continental;S-Bahn;
Berlin Ostbahnhof;Berlin Warschauer Straße;1 km;Non-electrifie;Gabarit continental;Fernbahn;
Berlin Ostbahnhof;Berlin Warschauer Straße;1 km;750Vcc 3eme rail;Gabarit continental;S-Bahn;
Berlin Ostbahnhof;Berlin Ostkreuz;2 km;Non-electrifie;Gabarit continental;Fernbahn;
Berlin Ostbahnhof;Berlin Ostkreuz;2 km;750Vcc 3eme rail;Gabarit continental;S-Bahn;
Berlin Ostbahnhof;BER Flughafen;23 km;Non-electrifie;Gabarit continental;Fernbahn;
Berlin Ostbahnhof;BER Flughafen;23 km;750Vcc 3eme rail;Gabarit continental;S-Bahn;
Bitterfeld;Berlin Ostbahnhof;151 km;Non-electrifie;Gabarit continental;;
Halle (Saale) Hbf;Berlin Ostbahnhof;178 km;Non-electrifie;Gabarit continental;;
Leipzig Hbf;Berlin Ostbahnhof;185 km;Non-electrifie;Gabarit continental;;
Moirans;St Marcellin;31 km;Non-electrifie;Gabarit continental;;
Grenoble;St Marcellin;49 km;Non-electrifie;Gabarit continental;;
St Marcellin;Romans - Bourg-de-Péage;19 km;Non-electrifie;Gabarit continental;;
Valence-Ville;Romans - Bourg-de-Péage;18 km;Non-electrifie;Gabarit continental;;
Valence-Ville;Grenoble;106 km;Non-electrifie;Gabarit continental;;
Château-Arnoux-St-Auban;Volx;26 km;Non-electrifie;Gabarit continental;;
Volx;Pertuis;42 km;Non-electrifie;Gabarit continental;;
Volx;Meyrargues;41 km;Non-electrifie;Gabarit continental;;
Pertuis;Meyrargues;7 km;Non-electrifie;Gabarit continental;;
Château-Arnoux-St-Auban;Meyrargues;67 km;Non-electrifie;Gabarit continental;;
Château-Arnoux-St-Auban;Pertuis;68 km;Non-electrifie;Gabarit continental;;
Meyrargues;Aix-en-Provence;26 km;Non-electrifie;Gabarit continental;;
Aix-en-Provence;Gardanne;11 km;Non-electrifie;Gabarit continental;;
Marseille St Charles;Gardanne;25 km;Non-electrifie;Gabarit continental;;
Marseille St Charles;Aix-en-Provence;36 km;Non-electrifie;Gabarit continental;;
Bastia;Ponte-Leccia;46 km;Non-electrifie;Ecartement metrique;;
Ponte-Leccia;Corte;27 km;Non-electrifie;Ecartement metrique;;
Corte;Ajaccio;84 km;Non-electrifie;Ecartement metrique;;
Ponte-Leccia;L\'île-Rousse;51 km;Non-electrifie;Ecartement metrique;;
L\'île-Rousse;Calvi;22 km;Non-electrifie;Ecartement metrique;;
Bastia;Corte;74 km;Non-electrifie;Ecartement metrique;;
Ponte-Leccia;Calvi;73 km;Non-electrifie;Ecartement metrique;;
Nice Sud-CP;Colomars;13 km;Non-electrifie;Ecartement metrique;;
Colomars;La Vésubie–Plan-du-Var;11 km;Non-electrifie;Ecartement metrique;;
La Vésubie–Plan-du-Var;Annot;53 km;Non-electrifie;Ecartement metrique;;
Annot;St-André-les-Alpes;28 km;Non-electrifie;Ecartement metrique;;
St-André-les-Alpes;Digne;44 km;Non-electrifie;Ecartement metrique;;
Nice Sud-CP;Annot;78 km;Non-electrifie;Ecartement metrique;;
Annot;Digne;72 km;Non-electrifie;Ecartement metrique;;
Nice Sud-CP;St-André-les-Alpes;106 km;Non-electrifie;Ecartement metrique;;
Nice Sud-CP;Digne;150 km;Non-electrifie;Ecartement metrique;;
Paris Gare de Lyon;Paris Nord;14 km;Non-electrifie;Gabarit continental;Par la Petite Ceinture;
St Hilaire de Chaléons;Paimbœuf;27 km;Non-electrifie;Gabarit continental;;
Nancy-Ville;Champigneulles;5 km;25kVac;Gabarit continental;;
Champigneulles;Frouard;3 km;25kVac;Gabarit continental;;
Nancy-Ville;Frouard;8 km;25kVac;Gabarit continental;;
Frouard;Toul;25 km;25kVac;Gabarit continental;;
Nancy-Ville;Toul;33 km;25kVac;Gabarit continental;;
Toul;Neufchâteau;43 km;25kVac;Gabarit continental;;
Neufchâteau;Merrey;40 km;25kVac;Gabarit continental;;
Culmont-Chalindrey;Merrey;35 km;25kVac;Gabarit continental;;
Culmont-Chalindrey;Toul;118 km;25kVac;Gabarit continental;;
Culmont-Chalindrey;Nancy-Ville;151 km;25kVac;Gabarit continental;;
Culmont-Chalindrey;Is-sur-Tille;44 km;25kVac;Gabarit continental;;
Is-sur-Tille;Dijon-Porte-Neuve;25 km;1.5kVcc & 25kVac;Gabarit continental;;
Dijon-Ville;Dijon-Porte-Neuve;8 km;1.5kVcc;Gabarit continental;;
Dijon-Ville;Is-sur-Tille;33 km;1.5kVcc & 25kVac;Gabarit continental;;
Culmont-Chalindrey;Dijon-Ville;77 km;1.5kVcc & 25kVac;Gabarit continental;;
Dijon-Ville;Nancy-Ville;228 km;1.5kVcc & 25kVac;Gabarit continental;;
Paris Gare de Lyon;Genève-Cornavin;603 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Paris Gare de Lyon;Lyon Perrache;443 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Paris Gare de Lyon;Dijon-Ville;263 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Paris Gare de Lyon;Lyon Part-Dieu;408 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Paris Gare de Lyon;Le Creusot TGV;310 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Le Creusot TGV;Mâcon TGV;60 km;25kVac;Gabarit continental;(Par LGV);
Paris Gare de Lyon;Mâcon TGV;370 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Lyon Part-Dieu;Mâcon TGV;65 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Pont-de-Veyle;Mâcon TGV;10 km;25kVac;Gabarit continental;(Par LGV);
Bourg-en-Bresse;Mâcon TGV;39 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Lyon Part-Dieu;Mâcon;72 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Crèches-sur-Saône;Mâcon TGV;4 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Villefranche-sur-Saône;Mâcon TGV;34 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);